booking_id,customer_id,cab_company_name,cab_company_id,driver_id,allocated_vehicle_make_model,vehicle_type,vehicle_seat_capacity,vehicle_colour,cab_current_location_name,cab_current_latitude,cab_current_longitude,distance_from_stadium_km,distance_to_pickup_km,allocation_status,estimated_arrival_to_pickup_min,relative_position_to_pickup,pickup_date,pickup_location_name,pickup_time,pickup_latitude,pickup_longitude,pickup_time_parsed,pickup_datetime
BK04180257,CUST100257,BlueLine Cabs,CAB203,DRV240257,Kia Sorento,SUV,6,Black,Red Hill staging area,-27.454188,153.010271,1.4,1.09,Allocated,3,Same side / adjacent side,2026-04-18,Castlemaine St Pickup Zone,11:50 PM,-27.46392,153.00872,23:50:00,2026-04-18 23:50:00
BK04180258,CUST100258,RiverCity Taxi Network,CAB202,DRV240258,Toyota Camry Hybrid,Sedan,4,Black,Toowong staging area,-27.475366,152.968294,4.06,3.7,Allocated,10,Same side / adjacent side,2026-04-18,Heussler Tce Pickup Bay,10:05 PM,-27.46542,153.00412,22:05:00,2026-04-18 22:05:00
BK04180259,CUST100259,BlueLine Cabs,CAB203,DRV240259,Toyota Corolla Hybrid,Sedan,4,Black,Toowong staging area,-27.4822,152.978279,3.43,3.88,Allocated,13,Opposite side of stadium precinct,2026-04-18,Caxton St Pickup Point,10:10 PM,-27.4636,153.01159,22:10:00,2026-04-18 22:10:00
BK04180260,CUST100260,EventLink Rides,CAB204,DRV240260,Toyota Camry Hybrid,Sedan,4,Silver,Herston staging area,-27.44519,153.045631,4.39,4.94,Allocated,15,Opposite side of stadium precinct,2026-04-18,Baroona Rd Pickup Point,11:05 PM,-27.46849,153.00298,23:05:00,2026-04-18 23:05:00
BK04180261,CUST100261,RiverCity Taxi Network,CAB202,DRV240261,Kia Carnival,Maxi Taxi,7,Grey,West End staging area,-27.500135,153.014149,3.77,3.26,Allocated,9,Same side / adjacent side,2026-04-18,Park Rd Pickup Zone,10:25 PM,-27.47197,153.0051,22:25:00,2026-04-18 22:25:00
BK04180262,CUST100262,BlueLine Cabs,CAB203,DRV240262,Toyota RAV4 Hybrid,SUV,4,Grey,Auchenflower staging area,-27.47349,153.003931,0.87,0.56,Allocated,3,Same side / adjacent side,2026-04-18,Baroona Rd Pickup Point,09:55 PM,-27.46849,153.00298,21:55:00,2026-04-18 21:55:00
BK04180263,CUST100263,Metro Cabs Brisbane,CAB201,DRV240263,Toyota Camry Hybrid,Sedan,4,Grey,Spring Hill staging area,-27.45528,153.044792,3.82,3.28,Allocated,9,Same side / adjacent side,2026-04-18,Upper Roma St Pickup Zone,11:05 PM,-27.4662,153.01391,23:05:00,2026-04-18 23:05:00
BK04180264,CUST100264,CityLoop Taxi Service,CAB206,DRV240264,Toyota HiAce Commuter,Wheelchair / Maxi Taxi,10,Black,Petrie Terrace staging area,-27.461312,153.014546,0.86,0.55,Allocated,3,Same side / adjacent side,2026-04-18,Upper Roma St Pickup Zone,11:00 PM,-27.4662,153.01391,23:00:00,2026-04-18 23:00:00
BK04180265,CUST100265,Metro Cabs Brisbane,CAB201,DRV240265,Toyota Camry Hybrid,Sedan,4,Silver,Newmarket Edge staging area,-27.441749,153.004269,2.8,2.5,Allocated,6,Same side / adjacent side,2026-04-18,Castlemaine St Pickup Zone,09:05 PM,-27.46392,153.00872,21:05:00,2026-04-18 21:05:00
BK04180266,CUST100266,BlueLine Cabs,CAB203,DRV240266,Toyota Kluger,SUV,6,Blue,Bardon Edge staging area,-27.450235,152.971991,4.02,3.72,Allocated,10,Same side / adjacent side,2026-04-18,Given Tce Pickup Point,10:30 PM,-27.4649,153.00591,22:30:00,2026-04-18 22:30:00
BK04180267,CUST100267,Metro Cabs Brisbane,CAB201,DRV240267,Toyota Kluger,SUV,6,Silver,West End staging area,-27.475675,153.004867,1.06,1.5,Allocated,4,Opposite side of stadium precinct,2026-04-18,Caxton St Pickup Point,11:00 PM,-27.4636,153.01159,23:00:00,2026-04-18 23:00:00
BK04180268,CUST100268,EventLink Rides,CAB204,DRV240268,Kia Carnival,Maxi Taxi,7,Grey,Toowong staging area,-27.475572,152.96945,3.96,3.4,Allocated,11,Same side / adjacent side,2026-04-18,Baroona Rd Pickup Point,11:55 PM,-27.46849,153.00298,23:55:00,2026-04-18 23:55:00
BK04180269,CUST100269,RiverCity Taxi Network,CAB202,DRV240269,Kia Carnival,Maxi Taxi,7,Black,West End staging area,-27.503261,153.015677,4.14,3.63,Allocated,13,Same side / adjacent side,2026-04-18,Park Rd Pickup Zone,11:10 PM,-27.47197,153.0051,23:10:00,2026-04-18 23:10:00
BK04180270,CUST100270,RiverCity Taxi Network,CAB202,DRV240270,Toyota RAV4 Hybrid,SUV,4,Black,Brisbane City staging area,-27.472044,153.023457,1.61,1.14,Allocated,4,Same side / adjacent side,2026-04-18,Upper Roma St Pickup Zone,10:30 PM,-27.4662,153.01391,22:30:00,2026-04-18 22:30:00
BK04180271,CUST100271,RiverCity Taxi Network,CAB202,DRV240271,Toyota HiAce Commuter,Wheelchair / Maxi Taxi,10,Black,West End staging area,-27.484378,153.002784,2.05,2.35,Allocated,8,Opposite side of stadium precinct,2026-04-18,Castlemaine St Pickup Zone,09:25 PM,-27.46392,153.00872,21:25:00,2026-04-18 21:25:00
BK04180272,CUST100272,NightMove Cabs,CAB205,DRV240272,Skoda Superb,Sedan,4,Silver,Bardon Edge staging area,-27.466239,152.98664,2.13,1.63,Allocated,5,Same side / adjacent side,2026-04-18,Baroona Rd Pickup Point,09:45 PM,-27.46849,153.00298,21:45:00,2026-04-18 21:45:00
BK04180273,CUST100273,NightMove Cabs,CAB205,DRV240273,Toyota Camry Hybrid,Sedan,4,Grey,West End staging area,-27.479498,153.003587,1.5,0.85,Allocated,3,Same side / adjacent side,2026-04-18,Park Rd Pickup Zone,11:30 PM,-27.47197,153.0051,23:30:00,2026-04-18 23:30:00
BK04180274,CUST100274,EventLink Rides,CAB204,DRV240274,Hyundai Staria,Maxi Taxi,7,White,South Brisbane staging area,-27.484046,153.028097,2.75,3.05,Allocated,9,Opposite side of stadium precinct,2026-04-18,Given Tce Pickup Point,09:35 PM,-27.4649,153.00591,21:35:00,2026-04-18 21:35:00
BK04180275,CUST100275,NightMove Cabs,CAB205,DRV240275,Toyota Camry Hybrid,Sedan,4,Black,Herston staging area,-27.443689,153.030328,3.35,3.86,Allocated,14,Opposite side of stadium precinct,2026-04-18,Baroona Rd Pickup Point,11:20 PM,-27.46849,153.00298,23:20:00,2026-04-18 23:20:00
BK04180276,CUST100276,NightMove Cabs,CAB205,DRV240276,Hyundai Staria,Maxi Taxi,7,Black,Bardon Edge staging area,-27.465693,152.99526,1.29,1.84,Allocated,6,Opposite side of stadium precinct,2026-04-18,Upper Roma St Pickup Zone,11:15 PM,-27.4662,153.01391,23:15:00,2026-04-18 23:15:00
BK04180277,CUST100277,RiverCity Taxi Network,CAB202,DRV240277,Toyota Camry Hybrid,Sedan,4,Grey,West End staging area,-27.483904,153.001021,2.05,1.83,Allocated,5,Same side / adjacent side,2026-04-18,Cribb St Pickup Bay,09:50 PM,-27.46817,153.00639,21:50:00,2026-04-18 21:50:00
BK04180278,CUST100278,EventLink Rides,CAB204,DRV240278,Toyota Camry Hybrid,Sedan,4,White,Herston staging area,-27.4494,153.035996,3.34,2.94,Allocated,8,Same side / adjacent side,2026-04-18,Petrie Tce Pickup Point,11:05 PM,-27.4657,153.0125,23:05:00,2026-04-18 23:05:00
BK04180279,CUST100279,CityLoop Taxi Service,CAB206,DRV240279,Hyundai Staria,Maxi Taxi,7,Black,Auchenflower staging area,-27.468502,152.996189,1.21,1.48,Allocated,4,Opposite side of stadium precinct,2026-04-18,Milton Rd Pickup Bay,09:55 PM,-27.46672,153.01109,21:55:00,2026-04-18 21:55:00
BK04180280,CUST100280,EventLink Rides,CAB204,DRV240280,Kia Sorento,SUV,6,Black,Bardon Edge staging area,-27.462069,152.986161,2.24,1.81,Allocated,6,Same side / adjacent side,2026-04-18,Baroona Rd Pickup Point,11:15 PM,-27.46849,153.00298,23:15:00,2026-04-18 23:15:00
BK04180281,CUST100281,CityLoop Taxi Service,CAB206,DRV240281,Kia Carnival,Maxi Taxi,7,Silver,Bardon Edge staging area,-27.455146,152.988579,2.33,1.91,Allocated,5,Same side / adjacent side,2026-04-18,Heussler Tce Pickup Bay,10:05 PM,-27.46542,153.00412,22:05:00,2026-04-18 22:05:00
BK04180282,CUST100282,Metro Cabs Brisbane,CAB201,DRV240282,Toyota Camry Hybrid,Sedan,4,White,Herston staging area,-27.44875,153.029414,2.88,2.52,Allocated,7,Same side / adjacent side,2026-04-18,Petrie Tce Pickup Point,10:45 PM,-27.4657,153.0125,22:45:00,2026-04-18 22:45:00
BK04180283,CUST100283,BlueLine Cabs,CAB203,DRV240283,Kia Sorento,SUV,6,White,Auchenflower staging area,-27.473511,153.003321,0.91,0.67,Allocated,3,Same side / adjacent side,2026-04-18,Cribb St Pickup Bay,09:25 PM,-27.46817,153.00639,21:25:00,2026-04-18 21:25:00
BK04180284,CUST100284,RiverCity Taxi Network,CAB202,DRV240284,Kia Carnival,Maxi Taxi,7,Blue,Bardon Edge staging area,-27.460285,152.970516,3.79,3.36,Allocated,9,Same side / adjacent side,2026-04-18,Heussler Tce Pickup Bay,10:15 PM,-27.46542,153.00412,22:15:00,2026-04-18 22:15:00
BK04180285,CUST100285,RiverCity Taxi Network,CAB202,DRV240285,Skoda Superb,Sedan,4,Blue,Herston staging area,-27.441946,153.020894,3.01,3.25,Allocated,12,Opposite side of stadium precinct,2026-04-18,Cribb St Pickup Bay,11:10 PM,-27.46817,153.00639,23:10:00,2026-04-18 23:10:00
BK04180286,CUST100286,Metro Cabs Brisbane,CAB201,DRV240286,Toyota Corolla Hybrid,Sedan,4,Black,Bardon Edge staging area,-27.467336,152.985271,2.27,2.55,Allocated,7,Opposite side of stadium precinct,2026-04-18,Milton Rd Pickup Bay,10:35 PM,-27.46672,153.01109,22:35:00,2026-04-18 22:35:00
BK04180287,CUST100287,RiverCity Taxi Network,CAB202,DRV240287,Skoda Superb,Sedan,4,White,Toowong staging area,-27.487737,152.977926,3.8,4.2,Allocated,11,Opposite side of stadium precinct,2026-04-18,Petrie Tce Pickup Point,10:35 PM,-27.4657,153.0125,22:35:00,2026-04-18 22:35:00
BK04180288,CUST100288,Metro Cabs Brisbane,CAB201,DRV240288,Toyota Kluger,SUV,6,White,Petrie Terrace staging area,-27.459588,153.014121,0.97,0.7,Allocated,3,Same side / adjacent side,2026-04-18,Petrie Tce Pickup Point,10:20 PM,-27.4657,153.0125,22:20:00,2026-04-18 22:20:00
BK04180289,CUST100289,Metro Cabs Brisbane,CAB201,DRV240289,Toyota Corolla Hybrid,Sedan,4,Silver,Bardon Edge staging area,-27.464481,152.992516,1.57,1.12,Allocated,3,Same side / adjacent side,2026-04-18,Baroona Rd Pickup Point,10:25 PM,-27.46849,153.00298,22:25:00,2026-04-18 22:25:00
BK04180290,CUST100290,BlueLine Cabs,CAB203,DRV240290,Toyota Corolla Hybrid,Sedan,4,Grey,Herston staging area,-27.438348,153.030759,3.85,3.58,Allocated,11,Same side / adjacent side,2026-04-18,Castlemaine St Pickup Zone,11:10 PM,-27.46392,153.00872,23:10:00,2026-04-18 23:10:00
BK04180291,CUST100291,Metro Cabs Brisbane,CAB201,DRV240291,Toyota Camry Hybrid,Sedan,4,Grey,West End staging area,-27.496688,153.011075,3.35,2.81,Allocated,10,Same side / adjacent side,2026-04-18,Park Rd Pickup Zone,10:10 PM,-27.47197,153.0051,22:10:00,2026-04-18 22:10:00
BK04180292,CUST100292,EventLink Rides,CAB204,DRV240292,Hyundai Staria,Maxi Taxi,7,White,Bardon Edge staging area,-27.464274,152.96461,4.32,3.9,Allocated,12,Same side / adjacent side,2026-04-18,Heussler Tce Pickup Bay,09:25 PM,-27.46542,153.00412,21:25:00,2026-04-18 21:25:00
BK04180293,CUST100293,CityLoop Taxi Service,CAB206,DRV240293,Toyota Corolla Hybrid,Sedan,4,Blue,Newmarket Edge staging area,-27.439483,152.989088,3.56,3.28,Allocated,9,Same side / adjacent side,2026-04-18,Given Tce Pickup Point,11:25 PM,-27.4649,153.00591,23:25:00,2026-04-18 23:25:00
BK04180294,CUST100294,Metro Cabs Brisbane,CAB201,DRV240294,Toyota Camry Hybrid,Sedan,4,White,Auchenflower staging area,-27.471277,152.995825,1.33,1.77,Allocated,6,Opposite side of stadium precinct,2026-04-18,Caxton St Pickup Point,11:20 PM,-27.4636,153.01159,23:20:00,2026-04-18 23:20:00
BK04180295,CUST100295,CityLoop Taxi Service,CAB206,DRV240295,Toyota Camry Hybrid,Sedan,4,White,Toowong staging area,-27.491669,152.974876,4.31,4.7,Allocated,16,Opposite side of stadium precinct,2026-04-18,Petrie Tce Pickup Point,09:45 PM,-27.4657,153.0125,21:45:00,2026-04-18 21:45:00
BK04180296,CUST100296,BlueLine Cabs,CAB203,DRV240296,Kia Sorento,SUV,6,Black,Milton staging area,-27.466381,153.002207,0.6,0.25,Allocated,3,Same side / adjacent side,2026-04-18,Baroona Rd Pickup Point,10:00 PM,-27.46849,153.00298,22:00:00,2026-04-18 22:00:00
BK04180297,CUST100297,RiverCity Taxi Network,CAB202,DRV240297,Skoda Superb,Sedan,4,Silver,Auchenflower staging area,-27.480561,153.000424,1.73,1.37,Allocated,4,Same side / adjacent side,2026-04-18,Baroona Rd Pickup Point,11:00 PM,-27.46849,153.00298,23:00:00,2026-04-18 23:00:00
BK04180298,CUST100298,NightMove Cabs,CAB205,DRV240298,Hyundai Staria,Maxi Taxi,7,Black,Newmarket Edge staging area,-27.428042,153.000189,4.36,4.08,Allocated,10,Same side / adjacent side,2026-04-18,Castlemaine St Pickup Zone,11:05 PM,-27.46392,153.00872,23:05:00,2026-04-18 23:05:00
BK04180299,CUST100299,BlueLine Cabs,CAB203,DRV240299,Hyundai i30 Sedan,Sedan,4,Black,Brisbane City staging area,-27.460078,153.040026,3.22,3.77,Allocated,13,Opposite side of stadium precinct,2026-04-18,Baroona Rd Pickup Point,10:25 PM,-27.46849,153.00298,22:25:00,2026-04-18 22:25:00
BK04180300,CUST100300,BlueLine Cabs,CAB203,DRV240300,Hyundai i30 Sedan,Sedan,4,Grey,Spring Hill staging area,-27.4575,153.026685,2.08,2.64,Allocated,8,Opposite side of stadium precinct,2026-04-18,Baroona Rd Pickup Point,11:10 PM,-27.46849,153.00298,23:10:00,2026-04-18 23:10:00
BK04180301,CUST100301,Metro Cabs Brisbane,CAB201,DRV240301,Toyota Kluger,SUV,6,Blue,Herston staging area,-27.438934,153.040569,4.43,4.01,Allocated,11,Same side / adjacent side,2026-04-18,Upper Roma St Pickup Zone,10:45 PM,-27.4662,153.01391,22:45:00,2026-04-18 22:45:00
BK04180302,CUST100302,EventLink Rides,CAB204,DRV240302,Toyota Kluger,SUV,6,Grey,Petrie Terrace staging area,-27.465266,153.013231,0.51,0.09,Allocated,3,Same side / adjacent side,2026-04-18,Petrie Tce Pickup Point,10:50 PM,-27.4657,153.0125,22:50:00,2026-04-18 22:50:00
BK04180303,CUST100303,NightMove Cabs,CAB205,DRV240303,Skoda Superb,Sedan,4,Grey,Toowong staging area,-27.479901,152.981353,3.04,2.5,Allocated,8,Same side / adjacent side,2026-04-18,Park Rd Pickup Zone,10:10 PM,-27.47197,153.0051,22:10:00,2026-04-18 22:10:00
BK04180304,CUST100304,Metro Cabs Brisbane,CAB201,DRV240304,Hyundai Staria,Maxi Taxi,7,Black,Bardon Edge staging area,-27.465951,152.995197,1.29,1.85,Allocated,6,Opposite side of stadium precinct,2026-04-18,Upper Roma St Pickup Zone,11:30 PM,-27.4662,153.01391,23:30:00,2026-04-18 23:30:00
BK04180305,CUST100305,CityLoop Taxi Service,CAB206,DRV240305,Toyota RAV4 Hybrid,SUV,4,Blue,Toowong staging area,-27.477859,152.985548,2.57,3.02,Allocated,8,Opposite side of stadium precinct,2026-04-18,Caxton St Pickup Point,11:25 PM,-27.4636,153.01159,23:25:00,2026-04-18 23:25:00
BK04180306,CUST100306,Metro Cabs Brisbane,CAB201,DRV240306,Kia Sorento,SUV,6,Silver,Brisbane City staging area,-27.466661,153.025587,1.71,1.43,Allocated,5,Same side / adjacent side,2026-04-18,Milton Rd Pickup Bay,09:50 PM,-27.46672,153.01109,21:50:00,2026-04-18 21:50:00
BK04180307,CUST100307,CityLoop Taxi Service,CAB206,DRV240307,Skoda Superb,Sedan,4,Grey,Petrie Terrace staging area,-27.461215,153.012381,0.73,0.47,Allocated,3,Same side / adjacent side,2026-04-18,Castlemaine St Pickup Zone,10:15 PM,-27.46392,153.00872,22:15:00,2026-04-18 22:15:00
BK04180308,CUST100308,BlueLine Cabs,CAB203,DRV240308,Kia Carnival,Maxi Taxi,7,Silver,West End staging area,-27.47873,153.008392,1.34,1.65,Allocated,4,Opposite side of stadium precinct,2026-04-18,Castlemaine St Pickup Zone,10:50 PM,-27.46392,153.00872,22:50:00,2026-04-18 22:50:00
BK04180309,CUST100309,EventLink Rides,CAB204,DRV240309,Toyota Camry Hybrid,Sedan,4,Blue,Herston staging area,-27.436151,153.03845,4.51,5.17,Allocated,13,Opposite side of stadium precinct,2026-04-18,Park Rd Pickup Zone,09:35 PM,-27.47197,153.0051,21:35:00,2026-04-18 21:35:00
BK04180310,CUST100310,Metro Cabs Brisbane,CAB201,DRV240310,Toyota Kluger,SUV,6,Silver,Bardon Edge staging area,-27.46002,152.993745,1.61,1.32,Allocated,4,Same side / adjacent side,2026-04-18,Given Tce Pickup Point,10:10 PM,-27.4649,153.00591,22:10:00,2026-04-18 22:10:00
BK04180311,CUST100311,RiverCity Taxi Network,CAB202,DRV240311,Kia Carnival,Maxi Taxi,7,Black,Bardon Edge staging area,-27.459548,152.980316,2.87,3.25,Allocated,12,Opposite side of stadium precinct,2026-04-18,Petrie Tce Pickup Point,11:00 PM,-27.4657,153.0125,23:00:00,2026-04-18 23:00:00
BK04180312,CUST100312,BlueLine Cabs,CAB203,DRV240312,Hyundai i30 Sedan,Sedan,4,Grey,Bardon Edge staging area,-27.456322,152.975864,3.4,3.11,Allocated,9,Same side / adjacent side,2026-04-18,Given Tce Pickup Point,11:15 PM,-27.4649,153.00591,23:15:00,2026-04-18 23:15:00
BK04180313,CUST100313,EventLink Rides,CAB204,DRV240313,Hyundai Staria,Maxi Taxi,7,White,West End staging area,-27.477446,153.004467,1.26,1.69,Allocated,5,Opposite side of stadium precinct,2026-04-18,Caxton St Pickup Point,10:00 PM,-27.4636,153.01159,22:00:00,2026-04-18 22:00:00
BK04180314,CUST100314,RiverCity Taxi Network,CAB202,DRV240314,Kia Carnival,Maxi Taxi,7,Blue,Petrie Terrace staging area,-27.466208,153.013647,0.53,0.35,Allocated,3,Same side / adjacent side,2026-04-18,Caxton St Pickup Point,09:50 PM,-27.4636,153.01159,21:50:00,2026-04-18 21:50:00
BK04180315,CUST100315,NightMove Cabs,CAB205,DRV240315,Toyota RAV4 Hybrid,SUV,4,Blue,Bardon Edge staging area,-27.450715,152.9803,3.28,2.86,Allocated,8,Same side / adjacent side,2026-04-18,Heussler Tce Pickup Bay,11:50 PM,-27.46542,153.00412,23:50:00,2026-04-18 23:50:00
BK04180316,CUST100316,EventLink Rides,CAB204,DRV240316,Toyota HiAce Commuter,Wheelchair / Maxi Taxi,10,White,Brisbane City staging area,-27.465781,153.028501,2.0,1.58,Allocated,5,Same side / adjacent side,2026-04-18,Petrie Tce Pickup Point,10:00 PM,-27.4657,153.0125,22:00:00,2026-04-18 22:00:00
BK04180317,CUST100317,RiverCity Taxi Network,CAB202,DRV240317,Toyota RAV4 Hybrid,SUV,4,Blue,Bardon Edge staging area,-27.457073,152.976359,3.32,3.04,Allocated,9,Same side / adjacent side,2026-04-18,Given Tce Pickup Point,11:10 PM,-27.4649,153.00591,23:10:00,2026-04-18 23:10:00
BK04180318,CUST100318,RiverCity Taxi Network,CAB202,DRV240318,Toyota RAV4 Hybrid,SUV,4,White,Auchenflower staging area,-27.47902,152.999876,1.61,0.94,Allocated,3,Same side / adjacent side,2026-04-18,Park Rd Pickup Zone,10:25 PM,-27.47197,153.0051,22:25:00,2026-04-18 22:25:00
BK04180319,CUST100319,NightMove Cabs,CAB205,DRV240319,Toyota Camry Hybrid,Sedan,4,Blue,Bardon Edge staging area,-27.45335,152.985754,2.67,2.37,Allocated,8,Same side / adjacent side,2026-04-18,Given Tce Pickup Point,09:50 PM,-27.4649,153.00591,21:50:00,2026-04-18 21:50:00
BK04180320,CUST100320,NightMove Cabs,CAB205,DRV240320,Hyundai Staria,Maxi Taxi,7,Blue,Toowong staging area,-27.483435,152.968724,4.33,3.81,Allocated,10,Same side / adjacent side,2026-04-18,Park Rd Pickup Zone,11:35 PM,-27.47197,153.0051,23:35:00,2026-04-18 23:35:00
BK04180321,CUST100321,RiverCity Taxi Network,CAB202,DRV240321,Toyota Camry Hybrid,Sedan,4,Silver,Spring Hill staging area,-27.4597,153.017667,1.21,0.81,Allocated,3,Same side / adjacent side,2026-04-18,Upper Roma St Pickup Zone,10:15 PM,-27.4662,153.01391,22:15:00,2026-04-18 22:15:00
BK04180322,CUST100322,CityLoop Taxi Service,CAB206,DRV240322,Toyota RAV4 Hybrid,SUV,4,White,Spring Hill staging area,-27.454379,153.02568,2.19,2.82,Allocated,9,Opposite side of stadium precinct,2026-04-18,Park Rd Pickup Zone,09:30 PM,-27.47197,153.0051,21:30:00,2026-04-18 21:30:00
BK04180323,CUST100323,NightMove Cabs,CAB205,DRV240323,Skoda Superb,Sedan,4,Blue,Spring Hill staging area,-27.460897,153.026458,1.9,2.14,Allocated,8,Opposite side of stadium precinct,2026-04-18,Cribb St Pickup Bay,09:15 PM,-27.46817,153.00639,21:15:00,2026-04-18 21:15:00
BK04180324,CUST100324,BlueLine Cabs,CAB203,DRV240324,Hyundai i30 Sedan,Sedan,4,White,Spring Hill staging area,-27.452388,153.040969,3.59,4.15,Allocated,11,Opposite side of stadium precinct,2026-04-18,Baroona Rd Pickup Point,10:30 PM,-27.46849,153.00298,22:30:00,2026-04-18 22:30:00
BK04180325,CUST100325,RiverCity Taxi Network,CAB202,DRV240325,Toyota Camry Hybrid,Sedan,4,Black,Spring Hill staging area,-27.455032,153.03169,2.65,2.2,Allocated,7,Same side / adjacent side,2026-04-18,Caxton St Pickup Point,11:25 PM,-27.4636,153.01159,23:25:00,2026-04-18 23:25:00
BK04180326,CUST100326,EventLink Rides,CAB204,DRV240326,Hyundai Staria,Maxi Taxi,7,Grey,Petrie Terrace staging area,-27.462901,153.014433,0.74,0.37,Allocated,3,Same side / adjacent side,2026-04-18,Petrie Tce Pickup Point,10:10 PM,-27.4657,153.0125,22:10:00,2026-04-18 22:10:00
BK04180327,CUST100327,EventLink Rides,CAB204,DRV240327,Hyundai Staria,Maxi Taxi,7,White,Paddington staging area,-27.461209,152.998088,1.17,0.76,Allocated,3,Same side / adjacent side,2026-04-18,Heussler Tce Pickup Bay,10:10 PM,-27.46542,153.00412,22:10:00,2026-04-18 22:10:00
BK04180328,CUST100328,RiverCity Taxi Network,CAB202,DRV240328,Skoda Superb,Sedan,4,Black,Spring Hill staging area,-27.461072,153.03014,2.24,2.8,Allocated,9,Opposite side of stadium precinct,2026-04-18,Baroona Rd Pickup Point,10:00 PM,-27.46849,153.00298,22:00:00,2026-04-18 22:00:00
BK04180329,CUST100329,EventLink Rides,CAB204,DRV240329,Toyota Kluger,SUV,6,Grey,Toowong staging area,-27.475782,152.964631,4.42,4.06,Allocated,14,Same side / adjacent side,2026-04-18,Heussler Tce Pickup Bay,11:30 PM,-27.46542,153.00412,23:30:00,2026-04-18 23:30:00
BK04180330,CUST100330,CityLoop Taxi Service,CAB206,DRV240330,Skoda Superb,Sedan,4,Silver,Red Hill staging area,-27.452422,153.006649,1.59,1.39,Allocated,4,Same side / adjacent side,2026-04-18,Given Tce Pickup Point,10:35 PM,-27.4649,153.00591,22:35:00,2026-04-18 22:35:00
BK04180331,CUST100331,NightMove Cabs,CAB205,DRV240331,Hyundai Staria,Maxi Taxi,7,Grey,Auchenflower staging area,-27.471476,152.994337,1.48,1.24,Allocated,4,Same side / adjacent side,2026-04-18,Cribb St Pickup Bay,11:20 PM,-27.46817,153.00639,23:20:00,2026-04-18 23:20:00
BK04180332,CUST100332,NightMove Cabs,CAB205,DRV240332,Toyota Camry Hybrid,Sedan,4,Blue,Brisbane City staging area,-27.466383,153.024945,1.65,2.06,Allocated,6,Opposite side of stadium precinct,2026-04-18,Heussler Tce Pickup Bay,09:35 PM,-27.46542,153.00412,21:35:00,2026-04-18 21:35:00
BK04180333,CUST100333,Metro Cabs Brisbane,CAB201,DRV240333,Toyota Kluger,SUV,6,Blue,Brisbane City staging area,-27.463639,153.034111,2.57,2.22,Allocated,7,Same side / adjacent side,2026-04-18,Caxton St Pickup Point,09:00 PM,-27.4636,153.01159,21:00:00,2026-04-18 21:00:00
BK04180334,CUST100334,Metro Cabs Brisbane,CAB201,DRV240334,Toyota Corolla Hybrid,Sedan,4,Grey,Toowong staging area,-27.493665,152.986494,3.69,4.16,Allocated,13,Opposite side of stadium precinct,2026-04-18,Caxton St Pickup Point,09:50 PM,-27.4636,153.01159,21:50:00,2026-04-18 21:50:00
BK04180335,CUST100335,CityLoop Taxi Service,CAB206,DRV240335,Hyundai Staria,Maxi Taxi,7,Blue,Bardon Edge staging area,-27.458686,152.990818,1.94,2.19,Allocated,7,Opposite side of stadium precinct,2026-04-18,Milton Rd Pickup Bay,10:50 PM,-27.46672,153.01109,22:50:00,2026-04-18 22:50:00
BK04180336,CUST100336,Metro Cabs Brisbane,CAB201,DRV240336,Hyundai i30 Sedan,Sedan,4,Blue,Petrie Terrace staging area,-27.464061,153.01343,0.58,0.2,Allocated,3,Same side / adjacent side,2026-04-18,Petrie Tce Pickup Point,10:05 PM,-27.4657,153.0125,22:05:00,2026-04-18 22:05:00
BK04180337,CUST100337,EventLink Rides,CAB204,DRV240337,Kia Carnival,Maxi Taxi,7,Silver,Bardon Edge staging area,-27.459567,152.984046,2.52,2.78,Allocated,10,Opposite side of stadium precinct,2026-04-18,Milton Rd Pickup Bay,10:20 PM,-27.46672,153.01109,22:20:00,2026-04-18 22:20:00
BK04180338,CUST100338,EventLink Rides,CAB204,DRV240338,Hyundai Staria,Maxi Taxi,7,Grey,Bardon Edge staging area,-27.451484,152.98605,2.76,2.46,Allocated,8,Same side / adjacent side,2026-04-18,Given Tce Pickup Point,10:10 PM,-27.4649,153.00591,22:10:00,2026-04-18 22:10:00
BK04180339,CUST100339,EventLink Rides,CAB204,DRV240339,Toyota Kluger,SUV,6,Grey,Brisbane City staging area,-27.463176,153.032341,2.41,2.05,Allocated,7,Same side / adjacent side,2026-04-18,Caxton St Pickup Point,11:05 PM,-27.4636,153.01159,23:05:00,2026-04-18 23:05:00
BK04180340,CUST100340,NightMove Cabs,CAB205,DRV240340,Toyota Camry Hybrid,Sedan,4,Blue,West End staging area,-27.479377,153.006098,1.43,1.74,Allocated,5,Opposite side of stadium precinct,2026-04-18,Castlemaine St Pickup Zone,11:25 PM,-27.46392,153.00872,23:25:00,2026-04-18 23:25:00
BK04180341,CUST100341,NightMove Cabs,CAB205,DRV240341,Hyundai Staria,Maxi Taxi,7,Blue,Spring Hill staging area,-27.453929,153.030972,2.65,2.9,Allocated,11,Opposite side of stadium precinct,2026-04-18,Cribb St Pickup Bay,10:00 PM,-27.46817,153.00639,22:00:00,2026-04-18 22:00:00
